booking_id,guest_id,hotel_id,booking_date,room_type_requested,booking_channel,nights_booked,total_amount
B01616,G0346,H004,05-05-2025,Standard,Website,2,5157.05
B01617,G0076,H003,11-12-2025,Standard,Mobile App,2,7126.21
B01618,G0188,H025,03-09-2025,Standard,Phone,4,12518.75
B01619,G0113,H024,22-02-2026,Standard,Mobile App,7,19312.6
B01620,G0288,H006,25-12-2024,Standard,Website,3,9890.47
B01621,G0212,H010,05-06-2024,Deluxe,Website,3,14629.7
B01622,G0239,H015,08-01-2026,Standard,Mobile App,5,19999.9
B01623,G0290,H018,21-10-2024,Standard,Mobile App,2,5195.91
B01624,G0138,H014,07-03-2024,Deluxe,Website,4,21430.14
B01625,G0330,H012,25-11-2024,Standard,Walk-in,4,10096.52
B01626,G0192,H019,04-01-2024,Standard,Mobile App,3,11044.45
B01627,G0060,H021,19-02-2026,Standard,Mobile App,1,3654.22
B01628,G0263,H019,06-06-2025,Deluxe,Website,3,15052.63
B01629,G0288,H008,19-05-2026,Deluxe,Mobile App,2,11369.01
B01630,G0120,H016,10-04-2025,Executive,Website,3,17820.61
B01631,G0316,H010,27-05-2024,Deluxe,Website,10,56983.35
B01632,G0326,H012,13-10-2024,Deluxe,Mobile App,2,7649.37
B01633,G0107,H023,24-02-2025,Suite,Walk-in,14,97781.89
B01634,G0350,H012,03-10-2025,Standard,Mobile App,5,14212.04
B01635,G0054,H015,08-04-2025,Executive,Mobile App,2,17402.72
B01636,G0075,H024,16-05-2024,Deluxe,Website,4,17507.22
B01637,G0071,H024,18-07-2026,Deluxe,Mobile App,7,30489.31
B01638,G0321,H014,21-02-2026,Standard,Website,2,6724.02
B01639,G0243,H021,09-07-2025,Deluxe,Walk-in,10,55384.67
B01640,G0058,H002,26-02-2025,Standard,Website,5,14908.78
B01641,G0153,H014,13-06-2025,Standard,Mobile App,4,13169.65
B01642,G0233,H006,14-11-2025,Standard,Travel Agent,3,9307.01
B01643,G0029,H019,15-02-2025,Suite,Website,2,18003.47
B01644,G0321,H024,07-06-2026,Standard,Phone,2,6346.23
B01645,G0294,H017,13-07-2026,Deluxe,Walk-in,4,25058.33
B01646,G0181,H001,28-03-2024,Standard,Walk-in,1,3116.82
B01647,G0346,H012,16-11-2024,Standard,Website,1,3108.47
B01648,G0146,H020,06-01-2025,Executive,Mobile App,5,30563.15
B01649,G0350,H006,21-12-2025,Standard,Website,3,11153.02
B01650,G0252,H006,04-06-2024,Standard,Mobile App,3,9313.02
B01651,G0239,H021,19-07-2025,Deluxe,Phone,4,22320.1
B01652,G0064,H022,02-09-2024,Executive,Walk-in,1,7424.33
B01653,G0321,H013,20-06-2026,Deluxe,Mobile App,4,17581.94
B01654,G0148,H012,17-04-2026,Executive,Mobile App,1,6740.98
B01655,G0062,H022,18-05-2025,Deluxe,Walk-in,14,89693.92
B01656,G0006,H006,08-05-2025,Standard,Website,2,6194.15
B01657,G0202,H022,20-03-2026,Standard,Mobile App,2,8363.86
B01658,G0189,H012,14-05-2025,Deluxe,Travel Agent,1,4715.6
B01659,G0265,H006,03-03-2025,Standard,Website,3,11354.29
B01660,G0321,H001,14-07-2026,Deluxe,Walk-in,1,4030.74
B01661,G0029,H009,09-11-2024,Standard,Mobile App,1,4141.2
B01662,G0270,H015,04-07-2026,Deluxe,Website,1,6386.07
B01663,G0072,H020,06-08-2026,Standard,Mobile App,2,5319.5
B01664,G0316,H013,26-04-2025,Standard,Travel Agent,2,5565.2
B01665,G0301,H017,10-01-2025,Suite,Travel Agent,2,20104.86
B01666,G0196,H024,20-12-2024,Standard,Website,2,5156.63
B01667,G0265,H022,05-04-2025,Standard,Travel Agent,2,7823.14
B01668,G0119,H001,26-04-2024,Suite,Walk-in,1,6889.53
B01669,G0168,H003,17-01-2025,Standard,Walk-in,4,16997.73
B01670,G0302,H024,10-01-2024,Standard,Walk-in,5,14761.11
B01671,G0161,H019,08-06-2024,Deluxe,Walk-in,2,11085.09
B01672,G0130,H022,15-03-2026,Standard,Website,4,14468.58
B01673,G0180,H006,26-11-2024,Standard,Phone,1,3627.46
B01674,G0305,H007,26-08-2024,Standard,Website,2,6821.66
B01675,G0123,H007,02-05-2025,Deluxe,Mobile App,4,20167.01
B01676,G0067,H022,19-01-2026,Deluxe,Walk-in,2,11731.26
B01677,G0265,H006,22-03-2024,Executive,Website,5,36952.59
B01678,G0303,H023,12-07-2024,Standard,Travel Agent,1,3114.03
B01679,G0034,H008,13-02-2026,Standard,Mobile App,3,10411.45
B01680,G0094,H021,02-06-2025,Standard,Mobile App,5,17905.38
B01681,G0055,H001,27-06-2025,Deluxe,Phone,2,9144.02
B01682,G0125,H002,07-03-2024,Standard,Website,4,11815.57
B01683,G0155,H003,09-02-2026,Deluxe,Walk-in,2,13072.39
B01684,G0276,H011,18-11-2025,Deluxe,Walk-in,2,8990.27
B01685,G0242,H003,25-11-2025,Deluxe,Travel Agent,2,11304.37
B01686,G0234,H012,12-12-2025,Deluxe,Travel Agent,2,9658.1
B01687,G0127,H008,13-07-2024,Deluxe,Website,2,10072.93
B01688,G0312,H011,26-10-2025,Executive,Walk-in,10,60954.36
B01689,G0168,H015,09-07-2026,Deluxe,Website,4,22959.94
B01690,G0350,H005,26-01-2024,Suite,Mobile App,5,41477.56
B01691,G0239,H001,09-01-2025,Standard,Walk-in,7,18380.09
B01692,G0049,H007,07-07-2024,Standard,Mobile App,1,3252.22
B01693,G0256,H016,31-05-2026,Standard,Website,10,29045.3
B01694,G0122,H007,21-08-2024,Deluxe,Travel Agent,2,11268.29
B01695,G0259,H016,12-06-2024,Executive,Website,10,55003.59
B01696,G0025,H023,27-11-2024,Deluxe,Website,2,9541.01
B01697,G0067,H007,02-04-2026,Standard,Website,2,6209.21
B01698,G0316,H010,07-10-2025,Deluxe,Mobile App,1,4620.76
B01699,G0089,H011,19-03-2026,Deluxe,Walk-in,5,20840.23
B01700,G0310,H003,29-04-2025,Standard,Mobile App,2,8652.87
B01701,G0108,H008,05-12-2025,Executive,Walk-in,3,23904.77
B01702,G0241,H009,02-05-2025,Deluxe,Mobile App,2,10836.74
B01703,G0263,H011,14-06-2024,Suite,Mobile App,7,56543.88
B01704,G0185,H008,16-09-2025,Suite,Website,3,29806.07
B01705,G0116,H017,16-11-2024,Suite,Mobile App,1,10000.22
B01706,G0079,H016,25-06-2025,Deluxe,Walk-in,7,31809.53
B01707,G0014,H015,09-03-2024,Standard,Website,4,16419.74
B01708,G0116,H025,07-01-2025,Standard,Website,3,9731.64
B01709,G0242,H020,24-04-2026,Deluxe,Website,2,8232.07
B01710,G0339,H020,17-11-2024,Suite,Website,5,35514.33
B01711,G0319,H020,04-08-2026,Deluxe,Website,1,4709.01
B01712,G0281,H017,20-06-2025,Standard,Travel Agent,2,8412.99
B01713,G0287,H010,15-06-2025,Standard,Website,1,3511.85
B01714,G0251,H014,25-05-2026,Standard,Mobile App,7,21668.71
B01715,G0101,H013,02-10-2025,Deluxe,Mobile App,4,15572.53
B01716,G0327,H015,07-10-2024,Standard,Travel Agent,2,7164.56
B01717,G0253,H011,11-05-2024,Executive,Website,5,31144.31
B01718,G0203,H005,12-01-2025,Standard,Travel Agent,3,10479.19
B01719,G0040,H011,23-10-2025,Standard,Website,5,12720.87
B01720,G0155,H011,25-11-2025,Deluxe,Mobile App,5,19193.26
B01721,G0162,H023,07-05-2026,Standard,Website,1,2626.1
B01722,G0316,H006,19-06-2025,Executive,Website,4,32372.02
B01723,G0199,H003,12-12-2024,Standard,Travel Agent,3,11838.44
B01724,G0136,H014,21-06-2025,Deluxe,Mobile App,1,5479.91
B01725,G0349,H015,07-05-2026,Standard,Travel Agent,5,18218.41
B01726,G0040,H021,27-02-2024,Deluxe,Website,3,15973.02
B01727,G0147,H002,05-05-2025,Standard,Travel Agent,7,22316.66
B01728,G0014,H017,20-05-2024,Standard,Mobile App,3,11412.03
B01729,G0272,H025,02-01-2026,Standard,Website,4,13265.36
B01730,G0332,H002,10-03-2024,Standard,Website,2,5728.05
B01731,G0108,H023,23-12-2024,Standard,Walk-in,3,9300.98
B01732,G0316,H007,10-02-2025,Standard,Website,3,10464.08
B01733,G0115,H018,24-08-2025,Standard,Mobile App,5,15239.6
B01734,G0328,H011,19-09-2024,Standard,Walk-in,2,5950.65
B01735,G0277,H001,12-07-2025,Standard,Phone,4,12236.05
B01736,G0294,H006,16-12-2025,Standard,Mobile App,1,3744.33
B01737,G0009,H007,19-07-2025,Suite,Travel Agent,2,18982.14
B01738,G0346,H019,07-08-2024,Suite,Mobile App,1,9350.29
B01739,G0269,H009,03-08-2025,Standard,Website,1,4216.97
B01740,G0116,H011,31-05-2026,Standard,Phone,2,5498.3
B01741,G0306,H020,04-02-2025,Suite,Phone,3,23606.66
B01742,G0109,H022,25-03-2026,Suite,Website,3,34305.75
B01743,G0320,H001,01-06-2026,Deluxe,Walk-in,7,33296.67
B01744,G0040,H015,06-11-2024,Standard,Mobile App,1,3478.17
B01745,G0265,H021,08-08-2024,Standard,Mobile App,5,15182.29
B01746,G0196,H021,03-03-2025,Standard,Travel Agent,7,22561.65
B01747,G0032,H015,07-12-2025,Executive,Walk-in,5,38807.59
B01748,G0095,H021,30-07-2026,Deluxe,Travel Agent,1,5613.96
B01749,G0005,H006,10-03-2026,Standard,Website,2,7384.1
B01750,G0167,H023,16-08-2025,Deluxe,Website,4,17134.84
B01751,G0116,H023,18-01-2026,Standard,Website,4,10163.71
B01752,G0225,H014,24-05-2025,Suite,Mobile App,10,92410.83
B01753,G0115,H022,09-01-2025,Standard,Travel Agent,2,7390.51
B01754,G0116,H007,05-05-2025,Suite,Website,2,19788.56
B01755,G0273,H023,28-08-2024,Standard,Website,3,9394.39
B01756,G0015,H018,20-10-2025,Executive,Mobile App,2,13345.37
B01757,G0325,H010,18-02-2024,Standard,Mobile App,2,6727.73
B01758,G0316,H012,16-06-2024,Deluxe,Mobile App,3,11798.94
B01759,G0252,H021,22-01-2026,Standard,Website,2,6719.48
B01760,G0222,H025,21-12-2024,Standard,Walk-in,4,13528.26
B01761,G0321,H014,09-07-2025,Standard,Mobile App,3,11113.27
B01762,G0071,H012,06-09-2025,Deluxe,Mobile App,3,13483.06
B01763,G0029,H002,30-06-2026,Standard,Walk-in,14,36701.49
B01764,G0094,H018,15-12-2024,Deluxe,Travel Agent,5,21911.89
B01765,G0289,H007,28-06-2026,Suite,Mobile App,5,49568
B01766,G0014,H018,28-05-2025,Standard,Website,1,3174.15
B01767,G0216,H006,11-11-2025,Deluxe,Travel Agent,4,20265.98
B01768,G0350,H024,29-11-2024,Suite,Mobile App,7,54115.96
B01769,G0316,H013,19-04-2026,Standard,Mobile App,2,6092.19
B01770,G0188,H008,18-04-2024,Deluxe,Mobile App,5,27847.98
B01771,G0024,H023,11-07-2024,Standard,Travel Agent,3,7786.38
B01772,G0306,H003,27-05-2024,Deluxe,Website,4,22293.12
B01773,G0226,H018,07-07-2025,Deluxe,Phone,1,3797.03
B01774,G0042,H004,29-10-2024,Standard,Walk-in,4,10267.66
B01775,G0032,H004,19-06-2026,Standard,Mobile App,2,6016.95
B01776,G0328,H011,03-11-2024,Standard,Website,2,5865.57
B01777,G0253,H021,04-05-2025,Deluxe,Website,3,13498.35
B01778,G0306,H012,23-11-2024,Standard,Travel Agent,5,13943.14
B01779,G0320,H025,22-12-2025,Standard,Travel Agent,3,9790.71
B01780,G0211,H016,02-04-2026,Executive,Mobile App,10,65385.74
B01781,G0188,H016,29-03-2024,Standard,Website,2,6202.88
B01782,G0149,H004,08-10-2025,Deluxe,Travel Agent,2,9626.4
B01783,G0120,H011,05-02-2024,Standard,Travel Agent,5,13357.94
B01784,G0151,H004,24-02-2025,Standard,Website,5,15332.92
B01785,G0284,H015,03-07-2026,Standard,Website,2,7930.26
B01786,G0226,H018,06-05-2026,Deluxe,Website,3,13539.38
B01787,G0321,H006,17-05-2025,Executive,Website,1,6885.81
B01788,G0154,H014,05-12-2024,Standard,Website,5,15690.38
B01789,G0229,H008,05-07-2026,Standard,Travel Agent,5,18607.34
B01790,G0239,H013,02-03-2026,Standard,Website,2,5996.25
B01791,G0221,H016,15-05-2026,Standard,Mobile App,4,12632.63
B01792,G0265,H006,13-04-2024,Standard,Travel Agent,7,24069.14
B01793,G0094,H016,24-03-2025,Standard,Travel Agent,1,2887.62
B01794,G0185,H012,11-12-2025,Deluxe,Website,3,12218.54
B01795,G0036,H023,06-04-2026,Standard,Website,2,6368.13
B01796,G0136,H016,01-01-2025,Standard,Walk-in,7,21930.11
B01797,G0178,H001,03-05-2024,Standard,Mobile App,3,8496.81
B01798,G0242,H012,13-07-2025,Deluxe,Mobile App,10,44690.76
B01799,G0344,H014,19-08-2025,Standard,Website,1,3221.68
B01800,G0226,H023,08-04-2026,Standard,Mobile App,3,7585.55
B01801,G0274,H022,21-06-2025,Standard,Mobile App,2,8399.42
B01802,G0182,H008,23-11-2024,Suite,Walk-in,1,9015.41
B01803,G0239,H007,05-05-2025,Standard,Mobile App,3,10262.4
B01804,G0026,H003,06-08-2026,Standard,Website,3,12741.15
B01805,G0101,H016,10-03-2024,Deluxe,Phone,3,12118.26
B01806,G0131,H014,10-02-2026,Suite,Mobile App,2,17091.42
B01807,G0170,H025,02-03-2024,Standard,Walk-in,4,11985.81
B01808,G0015,H024,19-06-2026,Executive,Mobile App,3,20101.21
B01809,G0054,H005,05-02-2026,Deluxe,Phone,3,14892.28
B01810,G0107,H025,11-06-2026,Deluxe,Website,3,15229.05
B01811,G0348,H014,17-03-2024,Deluxe,Mobile App,3,15999.73
B01812,G0122,H005,06-03-2026,Suite,Website,2,17172.69
B01813,G0175,H011,27-10-2025,Standard,Mobile App,2,5471.4
B01814,G0073,H017,26-04-2025,Deluxe,Travel Agent,5,29913.47
B01815,G0232,H022,27-07-2025,Deluxe,Travel Agent,3,17433
B01816,G0109,H023,03-04-2024,Deluxe,Website,3,13328.8
B01817,G0078,H021,14-09-2024,Standard,Website,2,6795.53
B01818,G0188,H011,16-11-2024,Executive,Mobile App,2,11719.04
B01819,G0002,H011,25-04-2026,Deluxe,Mobile App,2,8450.08
B01820,G0002,H007,05-11-2025,Suite,Walk-in,1,9668.42
B01821,G0085,H007,29-10-2024,Deluxe,Mobile App,3,14574.89
B01822,G0014,H015,28-03-2026,Deluxe,Website,4,25567.74
B01823,G0038,H008,15-10-2025,Standard,Travel Agent,5,15624.11
B01824,G0123,H016,25-10-2025,Standard,Mobile App,4,12690.95
B01825,G0293,H018,15-04-2025,Standard,Website,1,2607.1
B01826,G0211,H018,21-05-2025,Executive,Website,1,6801.18
B01827,G0185,H016,08-08-2026,Deluxe,Phone,3,12212.84
B01828,G0115,H014,29-06-2026,Standard,Website,2,7568.96
B01829,G0339,H004,01-09-2025,Deluxe,Mobile App,1,3970.16
B01830,G0139,H025,05-01-2025,Suite,Website,5,42893.25
B01831,G0029,H018,15-07-2025,Standard,Travel Agent,7,21004.95
B01832,G0233,H002,28-07-2024,Suite,Mobile App,1,7383.01
B01833,G0041,H024,01-10-2025,Standard,Mobile App,2,5905.64
B01834,G0124,H025,07-08-2025,Standard,Mobile App,5,15494.53
B01835,G0183,H019,21-05-2026,Standard,Website,5,18275.74
B01836,G0320,H018,04-07-2025,Deluxe,Phone,1,4557.48
B01837,G0180,H016,07-06-2025,Standard,Website,2,5378.83
B01838,G0265,H006,16-09-2025,Suite,Walk-in,2,15944.02
B01839,G0350,H010,18-11-2025,Standard,Walk-in,5,16710.66
B01840,G0052,H004,25-08-2024,Suite,Mobile App,2,14063.95
B01841,G0105,H020,30-05-2026,Suite,Website,4,28538.47
B01842,G0138,H016,20-11-2025,Standard,Walk-in,2,5069
B01843,G0147,H020,03-06-2025,Standard,Mobile App,1,2621.16
B01844,G0144,H020,20-03-2024,Suite,Travel Agent,1,7507.51
B01845,G0327,H011,11-08-2024,Standard,Website,4,12595.67
B01846,G0265,H020,23-01-2025,Suite,Phone,4,31224.82
B01847,G0230,H023,22-10-2025,Standard,Travel Agent,1,2920.16
B01848,G0117,H013,03-01-2025,Standard,Mobile App,2,5633.79
B01849,G0302,H009,23-03-2025,Standard,Website,7,25722.1
B01850,G0344,H006,10-06-2024,Standard,Mobile App,3,10236.46
B01851,G0302,H002,19-07-2024,Executive,Mobile App,4,22139.84
B01852,G0001,H006,26-07-2026,Standard,Travel Agent,1,3039.06
B01853,G0239,H009,12-08-2026,Deluxe,Website,5,27692.59
B01854,G0015,H008,07-02-2025,Standard,Website,1,3693.72
B01855,G0101,H002,27-09-2025,Deluxe,Travel Agent,5,23450.74
B01856,G0021,H006,28-01-2026,Standard,Mobile App,2,6224.61
B01857,G0227,H007,18-01-2024,Deluxe,Website,4,19174.98
B01858,G0259,H006,12-03-2026,Deluxe,Travel Agent,3,14752.52
B01859,G0041,H005,02-07-2024,Deluxe,Website,4,19454.67
B01860,G0136,H025,24-06-2024,Standard,Walk-in,3,11138.21
B01861,G0159,H005,07-02-2025,Standard,Mobile App,5,15867.15
B01862,G0133,H012,15-09-2025,Deluxe,Website,2,7927.8
B01863,G0045,H023,22-04-2024,Standard,Mobile App,4,10267.81
B01864,G0146,H005,21-01-2025,Standard,Mobile App,4,14132.94
B01865,G0276,H018,24-04-2026,Deluxe,Mobile App,3,14370.63
B01866,G0026,H012,19-10-2025,Suite,Mobile App,5,37548.74
B01867,G0029,H017,14-09-2024,Executive,Website,5,38007.65
B01868,G0128,H007,22-04-2026,Standard,Phone,5,15345.16
B01869,G0342,H014,14-07-2026,Standard,Website,1,3376.05
B01870,G0253,H001,07-02-2026,Standard,Travel Agent,4,11339.83
B01871,G0257,H025,27-08-2025,Deluxe,Mobile App,2,9526.65
B01872,G0131,H008,17-01-2024,Executive,Website,2,15267.63
B01873,G0223,H007,15-01-2025,Deluxe,Mobile App,1,5634.63
B01874,G0004,H004,03-08-2026,Standard,Website,2,5581.18
B01875,G0239,H014,31-10-2025,Standard,Website,5,17146.14
B01876,G0328,H016,11-02-2024,Standard,Website,2,5749.4
B01877,G0232,H004,12-01-2024,Standard,Travel Agent,2,5074.56
B01878,G0320,H021,11-07-2025,Deluxe,Website,2,10899.51
B01879,G0268,H012,16-04-2025,Deluxe,Website,1,4322.85
B01880,G0045,H015,06-05-2024,Suite,Mobile App,3,32637.35
B01881,G0325,H024,15-07-2025,Deluxe,Mobile App,14,55173.95
B01882,G0025,H013,24-04-2026,Standard,Travel Agent,4,11858.57
B01883,G0193,H005,27-05-2024,Suite,Website,3,25725.36
B01884,G0056,H002,13-08-2024,Standard,Website,1,2812.86
B01885,G0005,H014,17-10-2025,Suite,Walk-in,2,18444.23
B01886,G0147,H007,27-07-2026,Standard,Website,5,15964.55
B01887,G0115,H003,03-04-2026,Standard,Walk-in,1,4067.53
B01888,G0177,H003,26-04-2024,Deluxe,Walk-in,2,12360.54
B01889,G0212,H016,16-01-2025,Executive,Website,3,20201.27
B01890,G0015,H021,05-07-2025,Deluxe,Mobile App,3,16486.23
B01891,G0047,H017,26-08-2025,Deluxe,Walk-in,4,21964.33
B01892,G0202,H001,14-04-2026,Standard,Website,7,19112.79
B01893,G0124,H013,11-01-2026,Standard,Mobile App,5,13501.75
B01894,G0270,H018,29-01-2025,Standard,Travel Agent,5,13470.58
B01895,G0242,H005,15-07-2026,Executive,Travel Agent,3,21307.15
B01896,G0313,H014,13-02-2025,Deluxe,Website,2,10464.74
B01897,G0262,H022,08-08-2026,Standard,Website,5,19209.57
B01898,G0148,H014,14-04-2026,Standard,Mobile App,1,3748.05
B01899,G0254,H010,28-10-2025,Standard,Walk-in,3,11295.4
B01900,G0106,H007,25-08-2025,Standard,Walk-in,2,6955.87
B01901,G0117,H011,17-06-2024,Standard,Website,2,5156.03
B01902,G0287,H003,22-07-2025,Suite,Website,3,31308.76
B01903,G0155,H023,20-08-2025,Deluxe,Phone,1,3966.45
B01904,G0290,H010,16-05-2024,Executive,Mobile App,4,31341.44
B01905,G0302,H022,31-12-2024,Deluxe,Website,7,39285.7
B01906,G0316,H019,09-02-2024,Standard,Website,1,3735.63
B01907,G0331,H006,12-05-2026,Suite,Walk-in,3,25669.4
B01908,G0149,H020,25-10-2024,Suite,Website,3,21029.72
B01909,G0120,H020,18-04-2025,Suite,Website,4,30861.69
B01910,G0215,H020,23-05-2025,Standard,Website,2,5514.12
B01911,G0134,H023,15-06-2024,Deluxe,Mobile App,10,41017.19
B01912,G0226,H023,19-02-2026,Suite,Mobile App,7,57674.63
B01913,G0265,H010,17-05-2026,Deluxe,Website,2,10663.42
B01914,G0260,H003,07-02-2024,Standard,Walk-in,1,4377.51
B01915,G0136,H005,09-05-2024,Deluxe,Website,2,9713.64
B01916,G0064,H023,08-01-2025,Deluxe,Mobile App,7,31371.78
B01917,G0149,H018,18-11-2025,Deluxe,Website,4,18881.48
B01918,G0056,H002,02-11-2025,Standard,Mobile App,2,5108.48
B01919,G0321,H009,11-05-2026,Standard,Walk-in,2,8694.72
B01920,G0124,H023,13-03-2026,Suite,Mobile App,5,40737.01
B01921,G0058,H014,25-12-2025,Deluxe,Phone,4,22144.07
B01922,G0011,H001,07-07-2024,Suite,Website,2,13849.56
B01923,G0241,H011,15-06-2026,Standard,Walk-in,2,5885.49
B01924,G0239,H007,11-10-2024,Deluxe,Mobile App,4,20971.5
B01925,G0123,H011,29-12-2025,Suite,Mobile App,1,7655.25
B01926,G0027,H017,24-04-2026,Standard,Website,4,16975.2
B01927,G0143,H009,24-03-2026,Deluxe,Walk-in,14,84215.58
B01928,G0117,H007,18-09-2025,Standard,Phone,5,16746.95
B01929,G0257,H019,06-01-2026,Deluxe,Mobile App,4,18062.21
B01930,G0228,H001,06-12-2024,Standard,Mobile App,4,11408.65
B01931,G0131,H014,18-06-2026,Executive,Walk-in,3,20342.32
B01932,G0084,H019,18-11-2024,Standard,Website,7,25742.42
B01933,G0350,H008,16-04-2026,Deluxe,Mobile App,2,8931.42
B01934,G0158,H002,22-08-2024,Standard,Walk-in,2,5043.15
B01935,G0260,H003,18-02-2024,Suite,Website,5,52868.46
B01936,G0054,H001,02-03-2025,Deluxe,Phone,4,17808.08
B01937,G0177,H025,09-11-2024,Deluxe,Website,14,66147.49
B01938,G0012,H018,08-11-2025,Standard,Website,2,6424.99
B01939,G0181,H024,28-07-2025,Standard,Mobile App,1,2999.56
B01940,G0346,H011,22-03-2024,Deluxe,Phone,1,3916.37
B01941,G0136,H024,06-02-2026,Standard,Travel Agent,4,11243.61
B01942,G0014,H014,16-07-2026,Standard,Website,1,3743.22
B01943,G0014,H018,12-11-2024,Deluxe,Mobile App,1,3943.35
B01944,G0136,H001,04-05-2024,Executive,Website,4,26150.69
B01945,G0061,H006,03-10-2024,Standard,Mobile App,1,3606.32
B01946,G0009,H015,21-06-2026,Deluxe,Mobile App,3,18787.47
B01947,G0278,H003,16-03-2026,Standard,Mobile App,1,4326.78
B01948,G0161,H001,12-01-2026,Executive,Mobile App,10,65497.26
B01949,G0114,H006,05-03-2024,Standard,Website,5,17076.76
B01950,G0323,H025,15-05-2025,Deluxe,Website,5,27212.56
B01951,G0043,H004,18-03-2025,Suite,Travel Agent,2,14128.21
B01952,G0344,H021,27-09-2025,Deluxe,Mobile App,4,22679.34
B01953,G0119,H008,01-02-2026,Suite,Phone,4,36793.5
B01954,G0321,H013,13-04-2025,Standard,Mobile App,7,17818.26
B01955,G0226,H001,26-06-2025,Deluxe,Website,3,12513.49
B01956,G0303,H014,12-12-2024,Deluxe,Website,2,10069.31
B01957,G0350,H004,17-05-2024,Deluxe,Mobile App,1,3922.56
B01958,G0113,H018,06-05-2026,Executive,Travel Agent,2,12674.84
B01959,G0346,H021,03-02-2024,Standard,Website,5,16079.95
B01960,G0136,H004,29-05-2026,Standard,Website,10,26158.44
B01961,G0136,H013,21-09-2024,Executive,Website,5,34359.83
B01962,G0123,H012,27-06-2025,Standard,Website,2,5071.83
B01963,G0197,H011,18-10-2024,Standard,Website,1,2887.47
B01964,G0058,H004,05-09-2025,Standard,Website,2,5507.3
B01965,G0200,H004,28-06-2026,Standard,Website,5,13410.32
B01966,G0197,H010,10-10-2024,Suite,Mobile App,3,29598.29
B01967,G0280,H023,11-04-2026,Deluxe,Mobile App,4,16368.27
B01968,G0307,H004,05-01-2026,Suite,Travel Agent,1,8472.82
B01969,G0153,H003,06-03-2025,Deluxe,Website,1,5238.97
B01970,G0116,H001,25-08-2025,Standard,Mobile App,2,5545.58
B01971,G0101,H004,08-07-2025,Standard,Mobile App,3,9227.62
B01972,G0073,H011,24-03-2024,Standard,Mobile App,3,9380.05
B01973,G0020,H001,07-10-2025,Deluxe,Travel Agent,1,4554.75
B01974,G0123,H022,21-04-2026,Deluxe,Phone,1,5887.61
B01975,G0104,H019,06-10-2024,Suite,Travel Agent,1,9176.48
B01976,G0346,H014,01-03-2024,Standard,Travel Agent,1,3409.55
B01977,G0201,H005,18-12-2024,Standard,Mobile App,7,22478.47
B01978,G0124,H020,12-09-2024,Suite,Website,2,15931.27
B01979,G0214,H001,24-05-2025,Executive,Mobile App,1,5779.4
B01980,G0053,H019,11-05-2024,Standard,Mobile App,1,3527.87
B01981,G0154,H023,15-05-2024,Standard,Phone,4,12127.51
B01982,G0237,H005,19-07-2026,Executive,Website,1,6376.99
B01983,G0179,H023,27-06-2026,Standard,Travel Agent,2,5517.9
B01984,G0140,H005,02-04-2025,Standard,Mobile App,1,3278.19
B01985,G0350,H013,24-02-2025,Deluxe,Travel Agent,2,7983.25
B01986,G0321,H005,12-10-2025,Standard,Mobile App,5,18412.01
B01987,G0235,H008,15-05-2026,Deluxe,Phone,2,9545.53
B01988,G0209,H015,19-03-2025,Standard,Travel Agent,5,20698.02
B01989,G0234,H010,26-01-2026,Standard,Website,2,6415.45
B01990,G0075,H014,30-06-2024,Suite,Mobile App,4,32437.86
B01991,G0138,H012,10-04-2025,Standard,Website,1,3124.69
B01992,G0014,H016,09-05-2026,Executive,Website,3,18171.58
B01993,G0171,H001,16-05-2024,Suite,Mobile App,2,17199.35
B01994,G0197,H017,18-07-2025,Deluxe,Website,2,11340.7
B01995,G0089,H023,12-03-2026,Standard,Walk-in,3,8211.46
B01996,G0346,H001,17-02-2025,Standard,Phone,1,3149.14
B01997,G0328,H008,15-09-2024,Suite,Travel Agent,3,27967.73
B01998,G0267,H017,29-03-2026,Executive,Mobile App,10,73508.77
B01999,G0192,H011,21-01-2024,Suite,Travel Agent,2,14779.86
B02000,G0319,H007,21-12-2025,Standard,Travel Agent,4,13298.1
B02001,G0051,H009,28-03-2026,Deluxe,Mobile App,3,19537.84
B02002,G0287,H019,26-03-2026,Standard,Mobile App,3,11126.86
B02003,G0048,H002,28-11-2024,Suite,Mobile App,4,30993.64
B02004,G0288,H008,30-08-2025,Standard,Mobile App,4,12235.35
B02005,G0106,H005,06-07-2026,Standard,Walk-in,1,3314.21
B02006,G0320,H003,04-04-2026,Standard,Phone,3,12333.44
B02007,G0342,H024,14-08-2024,Standard,Mobile App,1,2528.19
B02008,G0057,H014,24-08-2025,Standard,Website,3,10035.5
B02009,G0164,H003,02-08-2024,Standard,Website,1,4193.96
B02010,G0350,H020,21-03-2026,Deluxe,Mobile App,4,15305.52
B02011,G0176,H018,24-09-2025,Standard,Travel Agent,4,12673.44
B02012,G0316,H007,16-05-2025,Suite,Walk-in,1,9079.44
B02013,G0220,H019,22-08-2024,Standard,Mobile App,2,6536.8
B02014,G0136,H018,08-04-2025,Deluxe,Website,1,4438.57
B02015,G0112,H022,22-01-2024,Standard,Website,1,4129.28
B02016,G0076,H006,20-01-2026,Standard,Website,1,3354.27
B02017,G0280,H015,08-11-2025,Standard,Website,1,4295.65
B02018,G0136,H012,28-07-2024,Deluxe,Walk-in,2,9002.2
B02019,G0184,H023,12-10-2024,Standard,Walk-in,3,7576.01
